frame,view,track_id,x,y,w,h
254,View_001,9,650.5,129.2,22.1,61.1
254,View_001,5,630.9,123.1,24.6,62.7
254,View_001,50,347.2,222.9,44.7,95.0
254,View_001,38,37.1,176.2,25.5,68.0
254,View_001,22,180.3,148.3,28.5,74.3
254,View_001,64,521.7,184.9,28.4,73.3
254,View_001,68,573.1,249.5,36.4,101.3
255,View_001,9,649.1,130.1,22.0,61.5
255,View_001,5,629.9,123.3,24.7,63.3
255,View_001,50,346.5,220.8,44.2,93.9
255,View_001,38,37.3,176.3,25.4,67.9
255,View_001,22,178.3,148.7,28.0,73.3
255,View_001,64,517.1,183.5,28.9,74.0
255,View_001,68,567.6,247.9,36.1,100.8
256,View_001,9,648.1,130.0,22.0,62.1
256,View_001,5,628.5,123.2,24.9,64.0
256,View_001,50,347.4,218.7,43.5,94.1
256,View_001,38,37.2,176.2,25.4,68.0
256,View_001,22,176.3,148.6,27.8,72.7
256,View_001,64,511.4,182.1,28.3,73.5
256,View_001,68,561.9,245.9,35.4,99.6
257,View_001,9,646.9,130.9,21.4,60.2
257,View_001,5,625.7,123.4,25.3,64.5
257,View_001,50,344.7,218.0,41.8,92.0
257,View_001,38,37.4,176.5,25.3,67.9
257,View_001,22,170.3,147.8,27.6,71.6
257,View_001,64,503.6,181.4,27.8,72.9
257,View_001,68,550.9,245.1,35.8,98.1
258,View_001,9,645.5,131.9,21.2,59.2
258,View_001,5,623.7,123.5,26.1,66.7
258,View_001,50,341.0,216.4,41.4,91.6
258,View_001,38,37.5,176.4,25.3,67.9
258,View_001,22,165.7,146.6,27.9,72.1
258,View_001,64,497.7,180.8,28.0,72.7
258,View_001,68,544.7,244.7,37.0,98.0
259,View_001,9,644.3,133.0,21.1,58.3
259,View_001,5,621.3,123.4,26.6,67.7
259,View_001,50,333.0,214.1,41.2,91.2
259,View_001,38,37.6,176.4,25.2,68.0
259,View_001,22,162.9,146.6,27.9,72.2
259,View_001,64,492.4,178.8,28.3,74.5
259,View_001,68,541.1,244.6,38.1,97.2
260,View_001,9,642.0,133.3,21.4,59.3
260,View_001,5,619.8,124.2,26.4,68.1
260,View_001,50,322.9,212.8,41.3,90.2
260,View_001,38,37.5,176.3,25.2,68.0
260,View_001,22,160.4,146.6,27.6,72.3
260,View_001,64,485.0,176.9,27.6,73.5
260,View_001,68,532.8,243.4,38.0,96.9
261,View_001,9,639.6,133.9,21.4,59.4
261,View_001,5,618.5,125.7,25.6,66.4
261,View_001,50,316.4,210.6,41.7,90.9
261,View_001,38,37.2,176.3,25.3,68.1
261,View_001,22,157.1,145.7,26.2,69.8
261,View_001,64,478.1,176.8,27.7,72.1
261,View_001,68,524.2,242.3,37.6,97.6
262,View_001,9,635.9,132.1,22.8,63.6
262,View_001,5,616.0,125.8,25.3,65.7
262,View_001,50,313.4,207.7,40.0,89.8
262,View_001,38,36.7,176.2,25.5,68.3
262,View_001,22,153.5,144.7,25.7,69.4
262,View_001,64,471.4,176.1,27.9,72.0
262,View_001,68,515.2,241.8,37.8,97.0
263,View_001,9,634.3,132.3,23.4,65.9
263,View_001,5,614.1,126.4,25.6,66.8
263,View_001,50,310.6,205.3,38.7,89.5
263,View_001,38,36.3,175.9,25.8,68.5
263,View_001,22,151.9,144.9,25.3,68.3
263,View_001,64,465.0,174.9,27.5,71.7
263,View_001,68,509.8,241.9,38.3,96.6
264,View_001,9,634.0,132.8,23.1,65.5
264,View_001,5,613.0,127.8,25.3,65.9
264,View_001,50,307.8,206.4,37.0,87.1
264,View_001,38,35.8,175.5,26.1,69.1
264,View_001,22,149.1,145.1,25.3,68.0
264,View_001,64,459.8,174.7,26.8,71.0
264,View_001,68,506.3,240.6,38.5,96.9
265,View_001,9,633.9,133.4,22.7,65.3
265,View_001,5,611.0,128.9,25.3,65.8
265,View_001,50,304.7,205.8,36.4,86.3
265,View_001,38,35.4,175.1,26.4,69.5
265,View_001,22,145.5,144.7,25.3,68.6
265,View_001,64,455.3,174.5,26.7,70.7
265,View_001,68,500.1,239.6,38.1,97.1
266,View_001,9,633.7,133.8,22.5,65.1
266,View_001,5,608.1,130.1,25.5,66.4
266,View_001,50,293.9,203.5,36.3,84.9
266,View_001,38,35.1,174.8,26.2,68.5
266,View_001,22,140.1,143.7,25.5,69.2
266,View_001,64,448.2,174.1,26.3,69.8
266,View_001,68,489.6,238.3,37.6,97.6
267,View_001,9,634.0,135.8,21.9,63.3
267,View_001,5,605.8,130.5,25.6,66.4
267,View_001,50,287.1,202.3,36.9,84.6
267,View_001,38,34.9,174.8,26.3,68.3
267,View_001,22,136.2,143.6,25.7,69.4
267,View_001,64,442.4,173.4,25.5,68.6
267,View_001,68,480.3,238.1,38.1,96.0
268,View_001,9,634.3,137.5,21.5,62.0
268,View_001,5,604.1,131.0,25.4,66.0
268,View_001,50,283.3,200.8,37.5,85.3
268,View_001,38,34.3,174.6,26.5,68.3
268,View_001,22,134.0,143.4,25.9,69.4
268,View_001,64,438.5,172.7,24.8,67.5
268,View_001,68,476.1,238.7,38.8,95.0
269,View_001,9,633.7,138.2,21.9,62.4
269,View_001,5,601.9,132.1,25.4,65.9
269,View_001,50,280.2,196.9,38.0,87.6
269,View_001,38,32.7,175.6,25.8,67.0
269,View_001,22,132.6,143.1,25.8,68.9
269,View_001,64,431.8,171.4,25.8,69.4
269,View_001,68,469.5,237.5,39.1,95.3
270,View_001,9,633.1,138.7,22.4,63.1
270,View_001,5,600.6,132.2,25.8,67.0
270,View_001,50,279.3,194.9,36.5,86.0
270,View_001,38,31.5,175.5,25.5,67.1
270,View_001,22,129.8,143.0,25.1,67.4
270,View_001,68,461.2,236.2,38.7,95.7
271,View_001,9,633.1,139.0,22.5,63.1
271,View_001,5,599.8,132.7,26.0,67.4
271,View_001,50,278.7,192.6,35.9,86.4
271,View_001,38,30.6,175.5,25.4,67.4
271,View_001,22,126.6,142.2,24.5,66.8
271,View_001,68,453.9,235.2,38.6,95.8
272,View_001,9,632.8,139.9,22.4,62.3
272,View_001,5,599.3,133.4,26.0,67.5
272,View_001,50,277.0,192.2,35.0,85.5
272,View_001,38,29.5,174.5,25.6,68.3
272,View_001,22,124.0,142.4,24.5,68.0
272,View_001,68,448.5,234.8,39.0,96.7
273,View_001,9,632.0,140.2,22.5,62.6
273,View_001,5,598.5,133.9,26.5,68.4
273,View_001,50,271.8,191.0,34.9,84.7
273,View_001,38,27.2,174.6,26.2,69.0
273,View_001,22,121.4,142.6,24.4,68.4
273,View_001,68,444.0,234.2,39.0,96.8
273,View_001,64,403.5,168.4,24.4,66.4
274,View_001,9,630.9,140.2,22.8,63.4
274,View_001,5,598.4,134.2,26.7,69.0
274,View_001,50,268.8,189.6,34.4,82.4
274,View_001,38,25.3,175.0,26.5,68.8
274,View_001,22,119.9,142.8,24.0,68.2
274,View_001,68,439.6,232.1,37.9,96.3
274,View_001,64,398.8,168.0,23.7,64.9
275,View_001,9,629.8,141.5,23.0,64.6
275,View_001,5,598.6,134.8,26.8,69.1
275,View_001,50,266.2,187.7,34.5,82.7
275,View_001,38,22.8,176.1,26.3,67.1
275,View_001,22,118.1,143.9,23.1,67.3
275,View_001,68,432.9,229.8,36.9,95.5
275,View_001,64,390.7,167.4,23.9,65.9
276,View_001,9,629.4,142.8,22.8,64.5
276,View_001,5,598.6,135.3,27.0,69.4
276,View_001,50,265.2,187.0,34.3,82.3
276,View_001,38,19.7,177.2,26.5,66.5
276,View_001,22,117.1,143.9,22.8,67.3
276,View_001,68,427.9,231.5,36.3,93.3
276,View_001,64,383.7,166.9,25.0,66.6
277,View_001,9,629.3,143.2,22.7,65.0
277,View_001,5,598.4,136.5,26.9,69.2
277,View_001,50,264.5,185.3,34.6,83.5
277,View_001,38,17.3,177.7,26.7,65.7
277,View_001,22,115.8,144.4,22.8,67.6
277,View_001,68,424.2,237.9,34.5,85.8
277,View_001,64,380.2,165.5,26.3,68.0
278,View_001,9,629.6,143.5,22.5,64.9
278,View_001,5,598.1,138.1,27.3,70.1
278,View_001,50,263.9,183.4,33.7,81.4
278,View_001,38,12.9,177.9,27.0,65.5
278,View_001,22,115.3,145.7,23.0,67.6
278,View_001,68,420.2,241.6,33.3,80.5
278,View_001,64,370.2,163.7,26.0,68.7
279,View_001,9,629.9,143.3,22.5,65.4
279,View_001,5,598.1,139.2,27.2,69.7
279,View_001,50,263.4,182.8,32.5,79.1
279,View_001,38,6.1,177.8,27.5,64.8
279,View_001,22,114.6,146.0,23.6,69.1
279,View_001,68,414.3,242.8,32.6,77.4
279,View_001,64,364.6,163.3,25.7,68.8
280,View_001,9,630.0,143.6,22.4,65.5
280,View_001,5,597.9,139.7,27.1,69.0
280,View_001,50,262.6,182.5,31.8,78.0
280,View_001,38,1.6,177.6,27.4,64.4
280,View_001,22,114.7,146.4,23.8,69.1
280,View_001,68,406.2,243.3,31.9,76.8
280,View_001,64,359.4,165.4,25.4,65.7
281,View_001,9,630.1,143.6,22.5,65.8
281,View_001,5,597.5,139.8,27.0,68.3
281,View_001,50,261.1,180.6,32.1,79.0
281,View_001,38,0.0,176.8,26.9,64.5
281,View_001,22,115.3,146.0,24.2,70.4
281,View_001,68,400.6,237.7,32.8,80.5
281,View_001,64,355.0,164.7,25.7,65.9
282,View_001,9,629.3,145.1,22.5,65.7
282,View_001,5,596.8,140.9,27.3,68.7
282,View_001,50,256.7,178.4,32.8,79.3
282,View_001,38,0.0,175.5,24.6,65.0
282,View_001,22,119.2,146.8,24.9,71.0
282,View_001,68,395.7,229.8,35.2,87.8
282,View_001,64,346.4,163.8,25.1,65.4
283,View_001,9,628.4,146.6,22.5,65.6
283,View_001,5,596.9,142.7,26.9,67.9
283,View_001,50,255.4,177.4,32.8,78.7
283,View_001,38,0.0,173.7,22.8,65.7
283,View_001,22,121.5,147.4,25.2,70.9
283,View_001,68,391.8,225.9,35.7,90.6
283,View_001,64,339.2,163.5,25.4,65.3
284,View_001,9,626.8,147.4,22.7,65.9
284,View_001,5,596.7,143.3,26.9,68.1
284,View_001,50,254.7,177.0,33.0,78.7
284,View_001,38,0.0,171.5,21.9,68.1
284,View_001,22,123.5,147.1,25.6,71.6
284,View_001,68,386.7,223.5,34.7,90.0
284,View_001,64,334.6,163.0,26.4,65.6
285,View_001,9,624.6,148.4,22.8,65.8
285,View_001,5,595.8,143.0,27.8,70.8
285,View_001,50,254.6,175.6,33.1,79.2
285,View_001,38,0.0,171.0,20.2,67.8
285,View_001,22,127.8,147.8,25.9,72.2
285,View_001,68,379.7,221.7,34.7,90.7
285,View_001,64,327.1,161.5,26.4,66.3
286,View_001,9,623.2,148.9,23.5,67.5
286,View_001,5,595.3,143.1,27.9,71.2
286,View_001,50,255.6,174.5,32.4,78.4
286,View_001,38,0.0,172.3,19.0,66.3
286,View_001,22,131.1,148.7,26.2,72.8
286,View_001,68,373.6,221.3,35.2,89.8
286,View_001,64,320.9,160.7,26.1,66.4
287,View_001,9,621.8,149.4,24.5,70.5
287,View_001,5,595.1,143.4,28.1,72.1
287,View_001,50,256.5,174.1,31.5,76.8
287,View_001,38,0.0,173.6,16.2,62.9
287,View_001,22,134.1,150.1,26.1,72.3
287,View_001,68,371.2,220.9,35.8,89.9
287,View_001,64,316.5,161.1,25.7,65.8
288,View_001,9,620.7,151.1,24.3,69.9
288,View_001,5,594.4,145.3,28.5,73.1
288,View_001,50,256.4,172.6,31.1,76.5
288,View_001,22,137.9,150.7,26.3,73.4
288,View_001,68,363.6,219.1,36.2,90.8
288,View_001,64,310.1,160.0,25.7,65.9
289,View_001,9,619.3,152.1,24.3,69.6
289,View_001,5,593.2,146.5,28.6,73.3
289,View_001,50,255.6,171.3,31.4,77.1
289,View_001,22,141.1,150.7,26.1,73.8
289,View_001,68,356.4,217.6,36.4,92.1
289,View_001,64,304.5,159.5,25.2,65.6
290,View_001,9,618.7,152.8,24.2,69.3
290,View_001,5,592.1,147.2,28.7,73.3
290,View_001,50,255.3,169.7,31.9,77.9
290,View_001,22,145.3,150.9,26.3,73.5
290,View_001,68,351.7,217.3,36.3,92.8
290,View_001,64,299.7,158.6,25.3,66.7
291,View_001,9,618.4,153.5,24.1,68.8
291,View_001,5,589.0,147.8,28.4,72.3
291,View_001,50,258.5,168.7,31.3,76.8
291,View_001,22,149.6,152.9,26.0,72.2
291,View_001,68,348.2,216.3,35.7,92.4
291,View_001,64,295.0,159.1,25.5,65.7
292,View_001,9,618.1,154.0,24.3,69.5
292,View_001,5,587.2,148.3,28.8,73.0
292,View_001,50,260.9,168.3,30.8,76.2
292,View_001,22,152.7,154.5,25.6,71.0
292,View_001,68,345.9,215.6,34.8,91.7
292,View_001,64,290.4,159.2,25.5,64.5
293,View_001,9,617.1,154.9,24.9,70.9
293,View_001,5,585.9,149.6,28.9,73.1
293,View_001,50,265.1,168.6,30.7,75.3
293,View_001,22,155.5,154.4,26.3,72.9
293,View_001,68,343.1,214.2,33.3,89.8
293,View_001,64,284.1,158.3,25.1,64.6
294,View_001,9,616.0,156.1,24.8,70.5
294,View_001,5,584.6,151.8,29.0,73.2
294,View_001,22,161.4,154.5,26.9,74.2
294,View_001,68,338.4,213.2,32.4,88.2
294,View_001,64,273.7,158.6,29.6,76.2
295,View_001,9,614.9,156.8,24.6,70.1
295,View_001,5,583.3,152.5,29.2,73.5
295,View_001,22,165.8,155.3,27.3,74.8
295,View_001,68,333.1,212.6,32.6,88.0
295,View_001,64,271.6,160.7,30.0,77.2
296,View_001,9,613.8,157.4,24.8,70.5
296,View_001,5,582.8,153.3,29.0,73.0
296,View_001,22,168.5,156.7,27.5,75.0
296,View_001,68,330.1,212.8,33.0,87.7
296,View_001,64,264.8,158.8,25.9,68.4
296,View_001,50,276.8,163.2,29.8,73.9
297,View_001,9,613.5,157.4,25.0,71.4
297,View_001,5,582.3,154.3,28.9,72.5
297,View_001,22,172.2,157.6,26.6,73.7
297,View_001,68,328.9,212.5,33.1,86.9
297,View_001,64,260.0,158.3,24.4,65.4
297,View_001,50,281.3,162.8,29.5,73.2
298,View_001,9,613.7,157.9,25.3,72.4
298,View_001,5,582.2,156.2,28.7,71.6
298,View_001,22,175.4,156.1,26.9,75.5
298,View_001,68,325.7,210.0,34.2,88.9
298,View_001,64,256.6,158.7,23.4,63.1
298,View_001,50,283.6,161.7,30.3,75.0
299,View_001,9,615.5,160.0,25.3,72.2
299,View_001,5,581.1,158.1,29.8,74.8
299,View_001,22,184.2,158.0,27.7,75.7
299,View_001,68,317.5,208.6,33.5,88.0
299,View_001,64,250.4,158.8,24.2,63.1
299,View_001,50,289.8,159.7,29.8,74.6
300,View_001,9,617.6,161.2,25.3,72.4
300,View_001,5,580.4,158.9,30.3,76.4
300,View_001,22,187.8,157.9,28.8,77.3
300,View_001,68,312.4,207.8,33.3,88.0
300,View_001,64,242.9,158.7,23.8,62.7
300,View_001,50,294.4,158.3,29.1,73.4
301,View_001,9,618.3,161.5,25.5,72.3
301,View_001,5,580.2,159.5,30.2,76.6
301,View_001,22,190.8,158.3,29.0,77.1
301,View_001,68,309.5,208.1,33.1,87.8
301,View_001,64,237.1,159.0,23.3,62.6
301,View_001,50,299.7,157.7,28.0,71.5
302,View_001,9,619.8,162.1,25.3,71.8
302,View_001,5,580.0,160.0,30.0,76.6
302,View_001,22,195.5,158.3,28.7,77.0
302,View_001,68,307.1,207.6,32.6,87.0
302,View_001,64,232.2,159.4,23.2,62.1
302,View_001,50,305.2,157.2,28.0,71.3
303,View_001,9,620.5,164.3,25.1,71.5
303,View_001,5,580.7,162.4,29.6,75.6
303,View_001,22,203.0,159.1,29.1,78.4
303,View_001,68,302.1,205.4,31.8,85.8
303,View_001,64,226.3,159.5,23.8,62.8
303,View_001,50,314.3,156.5,27.1,70.0
304,View_001,9,620.6,165.5,25.0,71.6
304,View_001,5,581.9,164.3,29.1,74.5
304,View_001,22,209.1,159.7,29.7,79.2
304,View_001,68,298.3,204.0,31.6,86.5
304,View_001,50,319.3,155.7,26.7,70.0
305,View_001,9,619.4,167.5,25.4,73.2
305,View_001,5,584.1,165.5,29.3,74.7
305,View_001,22,216.5,161.6,28.4,77.4
305,View_001,68,292.5,203.5,31.7,85.6
305,View_001,50,327.0,155.3,26.7,70.5
306,View_001,9,618.3,169.0,25.2,72.7
306,View_001,5,585.5,165.9,29.6,74.9
306,View_001,22,222.1,161.9,27.9,77.4
306,View_001,68,288.8,203.4,32.1,84.8
306,View_001,50,332.1,154.9,27.4,70.6
306,View_001,64,203.8,161.7,24.3,63.9
307,View_001,9,617.8,170.1,24.9,71.7
307,View_001,5,586.2,166.1,30.2,75.9
307,View_001,22,228.8,161.8,28.8,78.6
307,View_001,68,287.0,202.6,32.6,84.6
307,View_001,50,335.7,153.7,28.2,71.6
307,View_001,64,200.0,163.1,24.3,63.8
308,View_001,9,616.8,170.4,25.1,72.5
308,View_001,5,586.4,166.9,30.8,77.2
308,View_001,22,233.3,162.6,30.0,78.6
308,View_001,68,284.6,202.5,32.6,83.8
308,View_001,50,341.6,151.9,28.3,72.5
308,View_001,64,196.0,163.8,23.7,63.1
309,View_001,9,617.4,171.9,25.0,72.7
309,View_001,5,586.6,168.9,31.3,78.5
309,View_001,22,237.4,163.7,30.0,77.7
309,View_001,68,274.6,201.0,32.4,83.6
309,View_001,50,352.9,151.7,28.3,71.4
309,View_001,64,191.0,164.4,24.0,63.9
310,View_001,9,618.2,172.5,25.0,73.2
310,View_001,5,586.8,170.2,31.9,79.9
310,View_001,22,243.5,163.6,30.0,78.5
310,View_001,68,269.3,200.7,32.0,83.1
310,View_001,50,359.4,152.0,29.1,70.5
310,View_001,64,187.2,166.2,24.3,64.0
311,View_001,9,619.3,173.4,25.3,73.8
311,View_001,5,586.7,171.1,31.8,79.9
311,View_001,22,250.1,163.0,31.0,81.3
311,View_001,68,267.0,201.6,31.4,81.7
311,View_001,50,363.1,151.8,29.6,70.3
311,View_001,64,184.9,166.5,24.7,65.0
312,View_001,9,621.0,174.2,25.8,75.6
312,View_001,5,586.6,171.7,31.7,80.1
312,View_001,22,256.6,163.7,30.3,80.1
312,View_001,68,261.2,198.3,32.5,83.9
312,View_001,50,373.8,149.1,29.2,71.9
312,View_001,64,181.3,166.9,25.2,66.2
313,View_001,9,621.7,175.1,26.4,77.5
313,View_001,5,586.8,172.6,31.8,81.0
313,View_001,22,265.9,165.4,23.0,59.2
313,View_001,68,259.0,198.0,32.0,82.1
313,View_001,50,381.5,148.7,28.8,71.8
313,View_001,64,179.9,167.2,25.4,66.6
314,View_001,9,622.1,176.0,26.7,78.8
314,View_001,5,587.6,174.3,31.6,81.2
314,View_001,22,272.6,167.0,18.4,45.9
314,View_001,68,259.6,197.7,31.7,81.4
314,View_001,50,386.1,148.5,29.2,71.6
314,View_001,64,179.9,168.1,25.6,66.8
315,View_001,9,622.6,177.8,26.8,79.0
315,View_001,5,589.3,176.0,31.1,80.6
315,View_001,22,277.2,165.3,27.7,70.5
315,View_001,68,256.4,196.3,31.5,81.2
315,View_001,50,396.2,147.7,28.8,71.1
315,View_001,64,181.7,169.9,25.8,67.3
316,View_001,9,623.6,178.9,26.7,78.8
316,View_001,5,590.0,177.2,31.2,80.6
316,View_001,22,283.7,165.8,30.3,76.7
316,View_001,68,254.2,195.7,32.0,82.0
316,View_001,50,403.4,147.4,24.7,60.7
316,View_001,64,184.0,171.6,25.5,66.6
317,View_001,9,624.6,179.9,26.3,77.8
317,View_001,5,590.7,178.2,31.5,81.1
317,View_001,22,287.3,166.5,32.0,79.9
317,View_001,68,252.5,195.3,32.3,82.3
317,View_001,64,186.1,172.9,25.6,67.1
318,View_001,9,625.8,181.0,26.4,77.9
318,View_001,5,591.4,178.9,32.0,82.3
318,View_001,22,288.1,166.9,32.8,81.2
318,View_001,68,250.8,194.7,32.6,83.2
318,View_001,64,188.9,174.0,25.2,66.4
319,View_001,9,627.2,183.0,26.8,78.9
319,View_001,5,593.0,181.3,32.3,83.2
319,View_001,22,295.5,165.7,33.3,82.6
319,View_001,68,250.6,194.1,32.1,83.6
319,View_001,64,194.7,174.2,25.5,67.1
320,View_001,9,628.6,183.9,27.1,80.1
320,View_001,5,594.2,182.4,32.4,84.4
320,View_001,22,301.4,166.1,34.1,84.4
320,View_001,68,251.3,194.5,31.1,83.3
320,View_001,64,199.7,174.9,25.0,66.7
320,View_001,50,428.7,145.1,24.1,59.5
321,View_001,9,629.8,184.4,27.3,80.3
321,View_001,5,595.6,183.3,31.8,83.9
321,View_001,22,306.4,166.9,34.1,84.5
321,View_001,68,252.1,195.0,30.3,83.3
321,View_001,64,203.9,174.3,25.1,67.8
321,View_001,50,432.7,142.9,27.7,69.3
322,View_001,9,631.4,185.5,27.3,80.0
322,View_001,5,596.9,184.4,30.9,82.6
322,View_001,22,309.5,168.3,34.1,83.7
322,View_001,68,254.0,195.8,29.6,83.1
322,View_001,64,209.6,174.3,25.3,67.7
322,View_001,50,439.4,142.9,28.9,71.5
323,View_001,9,633.5,188.2,27.4,81.0
323,View_001,5,599.0,185.3,31.0,84.2
323,View_001,22,316.5,169.5,32.5,82.4
323,View_001,68,257.8,197.8,28.4,81.0
323,View_001,64,216.6,174.6,26.2,68.3
323,View_001,50,447.4,145.8,28.0,69.7
324,View_001,9,634.8,191.1,27.5,81.4
324,View_001,5,601.0,187.7,30.4,83.2
324,View_001,22,322.7,168.1,32.2,84.4
324,View_001,68,261.2,199.3,27.6,79.2
324,View_001,64,220.7,174.4,26.4,68.2
324,View_001,50,451.2,146.0,27.6,70.0
325,View_001,9,635.6,192.8,27.4,81.8
325,View_001,5,602.8,190.3,29.8,82.0
325,View_001,22,328.8,168.4,31.6,83.8
325,View_001,68,265.7,200.0,28.1,79.0
325,View_001,64,225.1,173.8,26.1,67.9
325,View_001,50,455.6,145.4,28.3,72.2
326,View_001,9,636.9,194.5,27.3,81.2
326,View_001,5,606.7,191.4,30.1,82.5
326,View_001,22,335.3,171.2,32.2,82.7
326,View_001,68,270.7,201.5,28.8,77.8
326,View_001,64,233.6,174.2,26.8,69.1
326,View_001,50,461.8,145.3,29.2,73.3
327,View_001,9,637.8,195.9,26.9,79.6
327,View_001,5,609.3,191.8,30.7,83.7
327,View_001,22,338.7,171.8,32.9,82.7
327,View_001,68,273.0,202.1,29.7,78.0
327,View_001,64,239.7,176.8,26.6,67.4
327,View_001,50,465.7,146.6,29.4,72.6
328,View_001,9,639.0,196.8,27.6,81.1
328,View_001,5,610.9,192.5,31.2,85.0
328,View_001,22,343.8,171.8,32.9,82.7
328,View_001,68,275.4,199.7,30.9,80.6
328,View_001,64,244.1,176.8,27.0,67.8
328,View_001,50,469.6,146.8,29.1,72.4
329,View_001,9,642.9,209.6,24.9,71.4
329,View_001,5,613.0,194.0,31.3,84.7
329,View_001,22,354.1,173.1,33.4,83.8
329,View_001,68,283.1,198.2,31.6,83.0
329,View_001,64,252.3,176.2,26.8,68.1
329,View_001,50,474.9,147.4,28.6,71.6
330,View_001,9,644.0,203.2,27.6,79.0
330,View_001,5,614.4,195.9,31.3,84.4
330,View_001,22,361.1,174.5,33.7,83.7
330,View_001,68,288.6,199.3,32.0,83.7
330,View_001,64,258.6,176.2,27.0,68.1
330,View_001,50,479.2,148.6,28.7,71.2
331,View_001,9,646.3,200.5,29.2,83.5
331,View_001,5,615.4,196.9,32.0,85.8
331,View_001,22,364.8,176.3,33.5,82.2
331,View_001,68,292.3,201.0,31.7,83.3
331,View_001,64,263.3,177.5,26.7,67.2
331,View_001,50,481.6,149.6,29.2,71.9
332,View_001,9,650.6,200.5,29.5,84.7
332,View_001,5,617.5,198.2,32.2,86.7
332,View_001,22,371.6,176.1,32.5,82.2
332,View_001,68,298.2,202.9,31.4,83.0
332,View_001,64,269.1,176.0,27.0,68.2
332,View_001,50,484.1,150.5,29.4,71.8
333,View_001,9,652.9,201.2,29.7,86.5
333,View_001,5,619.3,199.6,32.0,86.5
333,View_001,22,377.1,174.9,32.1,83.6
333,View_001,68,302.4,203.6,31.1,83.0
333,View_001,64,275.8,176.3,26.7,68.1
333,View_001,50,485.7,151.5,29.4,71.2
334,View_001,9,655.0,203.8,28.4,83.3
334,View_001,5,621.0,201.2,32.1,87.0
334,View_001,22,383.8,175.5,32.0,83.7
334,View_001,68,306.6,205.4,30.6,81.9
334,View_001,64,280.2,176.7,26.7,68.4
334,View_001,50,486.2,153.1,29.2,71.0
335,View_001,9,657.1,205.5,28.6,84.5
335,View_001,5,624.0,204.3,32.2,87.6
335,View_001,22,389.1,176.1,33.1,84.7
335,View_001,68,313.1,207.0,31.7,83.4
335,View_001,64,287.3,178.1,26.7,68.0
335,View_001,50,485.6,154.8,29.6,73.3
336,View_001,9,659.7,210.7,27.6,81.3
336,View_001,5,626.7,206.1,32.3,87.5
336,View_001,22,391.9,175.4,33.5,85.1
336,View_001,68,316.8,208.0,32.0,83.2
336,View_001,64,292.6,178.0,26.8,68.7
336,View_001,50,484.4,155.3,29.8,74.8
337,View_001,9,661.8,208.6,28.1,83.2
337,View_001,5,629.7,206.8,32.3,87.1
337,View_001,22,397.5,175.3,32.6,84.3
337,View_001,68,321.0,208.3,32.3,83.6
337,View_001,64,297.0,177.8,26.5,68.9
337,View_001,50,483.6,155.8,29.3,74.2
338,View_001,9,665.0,209.7,28.3,84.3
338,View_001,5,633.2,208.2,33.1,89.5
338,View_001,68,326.6,208.6,33.3,86.4
338,View_001,64,304.4,177.7,26.7,70.2
338,View_001,50,481.4,157.8,29.9,75.2
339,View_001,9,667.7,210.8,29.1,86.0
339,View_001,5,635.4,209.5,33.4,90.7
339,View_001,68,330.2,209.8,33.5,86.8
339,View_001,64,309.4,179.7,25.9,68.3
339,View_001,50,479.2,160.4,30.2,75.6
340,View_001,9,669.5,211.9,29.3,86.5
340,View_001,5,637.6,211.3,32.8,89.7
340,View_001,68,334.5,212.8,33.4,86.8
340,View_001,64,313.4,179.5,26.8,69.9
340,View_001,50,476.5,161.3,30.3,76.3
341,View_001,9,672.2,212.2,29.9,87.8
341,View_001,5,640.8,214.1,32.3,89.5
341,View_001,68,341.3,214.1,33.0,86.8
341,View_001,64,323.3,179.0,26.2,70.0
341,View_001,50,470.1,162.8,29.4,75.5
342,View_001,9,674.4,212.5,30.4,88.5
342,View_001,5,643.3,215.3,32.0,89.6
342,View_001,68,346.0,214.9,32.8,87.2
342,View_001,64,330.0,179.5,25.5,69.2
342,View_001,50,465.3,163.5,29.5,75.7
342,View_001,22,432.0,177.6,33.1,89.8
343,View_001,9,677.5,213.6,30.1,87.3
343,View_001,5,645.5,216.0,31.6,89.4
343,View_001,68,351.4,215.8,33.5,87.8
343,View_001,64,334.0,179.7,25.2,69.0
343,View_001,50,463.4,164.9,29.1,74.4
343,View_001,22,436.8,177.8,32.3,89.7
344,View_001,9,680.4,216.5,30.1,88.3
344,View_001,5,648.7,217.1,31.3,90.0
344,View_001,68,357.3,218.2,33.8,88.0
344,View_001,64,342.9,179.0,25.3,69.0
344,View_001,22,442.0,169.2,36.5,99.9
345,View_001,9,682.4,219.2,29.7,87.5
345,View_001,5,651.9,218.0,31.7,91.0
345,View_001,68,360.3,219.1,34.1,88.3
345,View_001,64,351.7,178.1,24.7,68.6
345,View_001,22,446.7,176.9,35.1,93.8
346,View_001,9,683.7,221.2,29.9,88.3
346,View_001,5,654.0,219.7,32.0,91.2
346,View_001,68,364.6,219.7,34.3,88.7
346,View_001,64,357.4,178.6,24.1,67.7
346,View_001,22,451.8,181.4,34.0,90.0
347,View_001,9,685.9,223.5,29.5,87.7
347,View_001,5,655.5,221.4,32.4,91.1
347,View_001,68,368.2,220.6,34.8,89.7
347,View_001,64,361.5,179.2,24.3,68.7
347,View_001,22,459.6,181.4,34.0,90.5
347,View_001,78,441.7,169.0,22.9,74.7
348,View_001,9,689.4,225.1,29.0,87.0
